PID,University,Gender,Timestamp,ScreenTimeSumBefore1Hr,StepCountSumBefore1Hr,Location,StressBinary
P004,A,male,2025-03-17 09:58:01.804462112,1457.5752565237126,957,work,not-stressed
P004,A,male,2025-03-20 09:14:02.622174612,911.6044910424868,4077,outside,not-stressed
P004,A,male,2025-03-22 10:11:24.424618867,1488.432315673437,3005,outside,not-stressed
P004,A,male,2025-03-26 10:17:24.335768442,1559.0418177511374,796,home,not-stressed
P004,A,male,2025-03-26 10:44:44.308258366,1491.6165537946092,3542,outside,not-stressed
P004,A,male,2025-03-27 10:24:10.252382570,1199.7138166285838,2385,home,stressed
P004,A,male,2025-03-28 08:58:47.833411397,786.7886586752104,1857,home,stressed
P004,A,male,2025-03-28 09:44:11.740871481,1564.6552499605064,3033,outside,stressed
P004,A,male,2025-03-29 10:31:00.481822349,362.4751383706407,1217,work,stressed
P004,A,male,2025-03-30 09:56:57.555772541,856.1934567784322,1728,work,stressed
P005,A,female,2025-03-03 09:14:16.270910643,1155.3184849387087,1711,work,not-stressed
P005,A,female,2025-03-05 08:52:46.676334339,955.4302247343699,721,home,not-stressed
P005,A,female,2025-03-13 10:41:11.650867759,1063.7332327963015,3312,outside,not-stressed
P005,A,female,2025-03-15 08:25:44.310166170,1089.4665264376079,1505,work,stressed
P005,A,female,2025-03-21 10:22:29.053672239,736.2730950105865,3375,outside,stressed
P005,A,female,2025-03-23 10:47:32.179116518,890.3420149672897,2022,home,not-stressed
P005,A,female,2025-03-30 10:42:27.571392139,1212.9900766157266,201,work,stressed
P006,B,male,2025-03-01 09:14:01.032585419,1560.3746685490835,1000,home,stressed
P006,B,male,2025-03-01 09:52:57.627264907,1239.1426037506171,1553,home,stressed
P006,B,male,2025-03-03 09:45:00.382663049,1194.6154767181927,1178,work,not-stressed
P006,B,male,2025-03-05 08:41:58.863182184,1034.2559799544435,2050,home,not-stressed
P006,B,male,2025-03-07 09:16:21.597699867,847.508224441456,1088,work,not-stressed
P006,B,male,2025-03-07 09:16:41.787930507,798.2584723866038,2684,outside,not-stressed
P006,B,male,2025-03-07 10:57:28.811489286,747.4472181425847,4076,outside,not-stressed
P006,B,male,2025-03-13 08:02:02.619363488,741.6503676415507,1435,home,not-stressed
P006,B,male,2025-03-24 09:51:37.432056256,767.8065020001328,1379,work,not-stressed
P006,B,male,2025-03-25 09:34:09.456717037,618.7771269632102,1100,home,not-stressed
P006,B,male,2025-03-25 10:36:20.870584446,1031.7095941793334,1466,home,stressed
P006,B,male,2025-03-26 08:41:17.463253613,704.5647302299094,2694,outside,not-stressed
P007,A,male,2025-03-01 09:26:27.996884156,762.9485296743323,4115,outside,not-stressed
P007,A,male,2025-03-02 08:06:37.676170468,1049.1913711906116,3324,outside,not-stressed
P007,A,male,2025-03-05 10:16:16.476982058,1059.986713951343,3219,outside,not-stressed
P007,A,male,2025-03-06 10:04:30.515489424,1484.435195639665,3495,outside,not-stressed
P007,A,male,2025-03-14 08:45:15.578346727,680.9267950708611,1116,home,stressed
P007,A,male,2025-03-18 09:39:17.149023476,917.664177938412,1421,home,not-stressed
P007,A,male,2025-03-22 10:29:38.812092675,1259.8632065008571,1168,home,not-stressed
P007,A,male,2025-03-28 08:48:21.662805873,1453.2387190138184,3504,outside,stressed
P007,A,male,2025-03-29 10:49:17.743733062,1499.0991886737986,573,home,stressed
P008,A,male,2025-03-02 09:02:41.159043851,307.44570311676785,1903,work,not-stressed
P008,A,male,2025-03-06 09:51:06.448090650,977.3026797633555,1582,work,not-stressed
P008,A,male,2025-03-11 09:35:46.825640865,1110.7317860537667,1276,home,stressed
P008,A,male,2025-03-11 10:45:45.421925743,924.0550240989344,1346,home,not-stressed
P008,A,male,2025-03-13 08:37:38.612543647,1088.9981846673847,3316,outside,not-stressed
P008,A,male,2025-03-15 10:21:14.417250598,1772.5624931874856,965,work,stressed
P008,A,male,2025-03-20 08:37:40.972692036,711.92582602634,3361,outside,not-stressed
P008,A,male,2025-03-25 09:22:49.286917022,395.4793922239738,2227,home,not-stressed
P008,A,male,2025-03-26 10:23:53.632308217,588.6959919138221,1522,home,stressed
P008,A,male,2025-03-28 09:06:24.267307353,1486.3896683204105,1332,work,stressed
P008,A,male,2025-03-29 08:05:43.490560040,1498.5364685993395,2679,work,not-stressed
P008,A,male,2025-03-29 10:55:09.591772116,1265.6455425603963,1188,home,not-stressed
P008,A,male,2025-03-30 09:51:58.536362461,414.91761940635047,1431,home,stressed
P009,A,male,2025-03-04 09:03:55.126475416,864.6063138070512,4492,outside,not-stressed
P009,A,male,2025-03-08 09:17:41.923099280,1487.0236833238994,2600,outside,not-stressed
P009,A,male,2025-03-15 08:18:52.586998551,713.2523070385793,3674,outside,not-stressed
P009,A,male,2025-03-15 10:27:04.378366252,1006.4652992913467,2378,home,not-stressed
P009,A,male,2025-03-20 09:56:15.906206381,347.591174314126,1941,home,not-stressed
P009,A,male,2025-03-21 08:18:19.250704300,897.8395557651089,1354,work,not-stressed
P009,A,male,2025-03-26 09:36:21.624091367,750.600529243835,1571,home,stressed
P009,A,male,2025-03-30 08:33:34.923859754,694.8531932740048,3100,outside,stressed
P009,A,male,2025-03-30 10:47:17.260682577,1613.8625566983378,4208,outside,not-stressed
P010,B,male,2025-03-01 09:49:54.696458369,1164.3495868087596,2528,outside,not-stressed
P010,B,male,2025-03-01 10:07:15.388981429,1089.2225787773777,4152,outside,not-stressed
P010,B,male,2025-03-03 08:09:19.694197682,1112.5849901837153,2517,work,not-stressed
P010,B,male,2025-03-05 09:27:32.660805552,817.7159813613953,1904,home,stressed
P010,B,male,2025-03-06 09:14:07.881872790,632.3780737635026,1172,work,stressed
P010,B,male,2025-03-08 09:07:50.999837789,1570.246048611378,3742,outside,stressed
P010,B,male,2025-03-08 10:04:52.150159956,1505.8639549880595,3363,outside,not-stressed
P010,B,male,2025-03-10 10:58:11.570509811,1282.013698948621,1164,home,not-stressed
P010,B,male,2025-03-14 09:34:09.106587506,1238.7599050981416,1292,home,not-stressed
P010,B,male,2025-03-15 09:43:56.851725786,572.6396290978021,633,work,stressed
P010,B,male,2025-03-19 09:37:42.772554624,990.5985426846057,1544,work,not-stressed
P010,B,male,2025-03-19 09:41:47.490151088,1189.7915354405388,4182,outside,not-stressed
P010,B,male,2025-03-21 10:11:33.368732199,987.708731991328,1380,work,not-stressed
P010,B,male,2025-03-22 10:07:58.286771436,1118.2613126855952,1570,home,stressed
P010,B,male,2025-03-27 10:15:50.061152089,987.8512730069353,2894,outside,not-stressed
P010,B,male,2025-03-28 08:29:27.484182949,1182.832360528796,1165,home,not-stressed
P011,A,female,2025-03-08 09:16:14.846114141,1064.4554768226285,1552,work,stressed
P011,A,female,2025-03-09 08:26:45.557459733,704.2846173359153,1375,home,not-stressed
P011,A,female,2025-03-10 10:18:49.464020013,1101.4773329003115,2692,outside,stressed
P011,A,female,2025-03-12 10:44:17.694199094,1110.9401936633092,676,work,not-stressed
P011,A,female,2025-03-13 09:11:31.035646942,668.6214896832385,3480,outside,not-stressed
P011,A,female,2025-03-18 09:26:33.039363362,1161.0048043138142,2610,outside,not-stressed
P011,A,female,2025-03-21 09:08:16.501542563,1127.6648534744943,2008,home,not-stressed
P011,A,female,2025-03-21 09:48:40.192542685,892.79465651997,974,work,not-stressed
P011,A,female,2025-03-25 08:46:04.967744019,1165.8732579373025,2260,home,not-stressed
P011,A,female,2025-03-26 08:02:21.420131154,1249.8840356769613,1688,home,not-stressed
P011,A,female,2025-03-29 08:18:45.867233359,854.6324137421384,1219,work,stressed
P011,A,female,2025-03-30 08:34:19.427383167,949.5189535308805,3101,outside,stressed
P012,A,female,2025-03-01 08:04:34.172641131,1264.4845001417452,1328,work,stressed
P012,A,female,2025-03-02 09:05:21.039491706,698.7822691024494,3767,outside,not-stressed
P012,A,female,2025-03-03 08:43:46.259662794,1187.5071898251172,3607,outside,not-stressed
P012,A,female,2025-03-04 10:09:25.695775989,1143.669426944536,561,work,stressed
P012,A,female,2025-03-04 10:18:46.647995783,1023.5386761268136,679,home,not-stressed
P012,A,female,2025-03-05 08:32:08.282350186,1283.3104009413048,2338,home,not-stressed
P012,A,female,2025-03-06 08:12:05.494319089,937.9261886893466,2059,outside,not-stressed
P012,A,female,2025-03-06 10:19:17.412850574,1263.9091457907,3194,outside,not-stressed
P012,A,female,2025-03-08 10:35:07.284706946,912.0390506360122,1729,work,stressed
P012,A,female,2025-03-13 09:12:27.540470847,1157.564739110504,844,work,not-stressed
P012,A,female,2025-03-13 10:04:25.196062184,1071.2261457157347,1560,home,not-stressed
P012,A,female,2025-03-13 10:30:51.555202325,1409.2472131834509,1205,work,not-stressed
P012,A,female,2025-03-17 09:12:08.241057453,109.00756574420073,1276,work,not-stressed
P012,A,female,2025-03-17 09:27:15.606365223,950.0933597962967,1616,home,not-stressed
P012,A,female,2025-03-21 08:04:46.547801837,1064.3625671174777,819,work,not-stressed
P012,A,female,2025-03-23 10:41:20.426840028,621.5899995413304,4077,outside,not-stressed
P012,A,female,2025-03-25 08:39:57.299348876,1190.9350604938352,881,home,not-stressed
P012,A,female,2025-03-27 09:47:32.061503439,668.9171528032089,945,home,stressed
P013,A,female,2025-03-05 08:00:25.265418758,861.50860266246,3042,outside,not-stressed
P013,A,female,2025-03-05 09:27:04.553372870,922.136504742083,1164,work,not-stressed
P013,A,female,2025-03-08 09:19:23.147346880,806.8004410676872,3284,outside,not-stressed
P013,A,female,2025-03-11 09:47:41.489429296,1526.6562034033632,1821,home,not-stressed
P013,A,female,2025-03-14 08:21:41.643850894,697.8353940624631,1775,work,stressed
P013,A,female,2025-03-15 08:15:36.416288111,1158.6150712162168,3797,outside,not-stressed
P013,A,female,2025-03-17 09:36:54.736096112,1353.6516203062868,1888,home,not-stressed
P013,A,female,2025-03-17 09:57:01.807384787,1248.7214954845413,429,home,stressed
P013,A,female,2025-03-23 10:10:20.315956150,972.7173426913367,1465,work,not-stressed
P013,A,female,2025-03-26 08:09:17.234711914,941.470429651909,1878,work,not-stressed
P013,A,female,2025-03-30 08:09:52.732238182,844.9800723120314,3860,outside,not-stressed
P013,A,female,2025-03-30 10:51:56.552177413,1079.867235024313,922,work,stressed
P014,A,female,2025-03-03 08:12:36.320822072,1791.2654858350031,3046,outside,not-stressed
P014,A,female,2025-03-07 09:34:03.207269652,895.7466028669651,1244,home,not-stressed
P014,A,female,2025-03-13 08:21:39.658629977,1478.754738492069,3114,outside,not-stressed
P014,A,female,2025-03-14 08:53:27.631065712,1105.4603143358897,1840,home,not-stressed
P014,A,female,2025-03-17 09:10:29.605517835,1034.9487144116865,3294,outside,not-stressed
P014,A,female,2025-03-17 10:52:18.518840219,1109.940317878887,1720,work,not-stressed
P014,A,female,2025-03-23 09:23:08.982786216,1244.6818545994997,1824,work,stressed
P014,A,female,2025-03-24 10:39:09.348963820,1226.0936824669704,1565,work,stressed
P015,B,female,2025-03-03 10:52:01.036180881,396.2036025472837,1737,work,stressed
P015,B,female,2025-03-05 10:12:20.296668853,651.0023680393115,1022,work,stressed
P015,B,female,2025-03-05 10:58:27.933619566,1250.398325893522,3397,outside,not-stressed
P015,B,female,2025-03-08 08:44:09.083748357,874.8039897083335,1322,home,stressed
P015,B,female,2025-03-18 10:05:17.022674980,584.4575337561199,3096,outside,not-stressed
P015,B,female,2025-03-24 10:14:37.013324196,917.4214129052582,3956,outside,not-stressed
P015,B,female,2025-03-26 09:35:52.107209527,655.7811867502953,1815,home,not-stressed
P015,B,female,2025-03-27 10:35:36.523107319,597.8188345175375,1582,home,not-stressed
P016,A,male,2025-03-02 09:01:32.219393217,1464.785049524312,3469,outside,not-stressed
P016,A,male,2025-03-04 09:16:42.758064148,568.0207839395352,1504,home,stressed
P016,A,male,2025-03-04 09:51:21.002884723,1234.38269814957,1559,work,not-stressed
P016,A,male,2025-03-07 08:11:48.762361399,816.2675811918199,3956,outside,not-stressed
P016,A,male,2025-03-12 08:01:08.967414541,1069.794906544563,1557,home,not-stressed
P016,A,male,2025-03-12 08:05:51.282738505,1022.8867743044705,1822,work,stressed
P016,A,male,2025-03-13 10:36:55.910099648,841.4965220488652,1032,work,stressed
P016,A,male,2025-03-15 09:21:39.891253737,1106.161030129211,1788,work,stressed
P016,A,male,2025-03-17 08:20:51.113653226,889.2168538477443,3476,outside,not-stressed
P016,A,male,2025-03-17 09:57:18.001714059,1264.16088169044,3204,outside,not-stressed
P016,A,male,2025-03-18 10:50:30.817193168,1116.9342629448854,1150,home,not-stressed
P016,A,male,2025-03-20 09:17:27.303664914,1440.3324288014273,1165,work,not-stressed
P016,A,male,2025-03-22 09:44:45.291140675,1229.005935676392,3045,outside,stressed
P016,A,male,2025-03-26 08:13:26.699711784,1268.8047875402335,1647,work,not-stressed
P016,A,male,2025-03-26 10:40:56.271399734,778.6657879967661,2980,outside,not-stressed
P016,A,male,2025-03-29 10:04:51.768038440,1318.9930206165916,4050,outside,not-stressed
P017,B,female,2025-03-01 10:51:28.605290818,1042.5590374784213,3620,outside,not-stressed
P017,B,female,2025-03-07 09:58:56.857277631,1649.8831708238279,2060,work,stressed
P017,B,female,2025-03-08 10:50:31.384996415,1074.536233181366,1724,work,stressed
P017,B,female,2025-03-14 10:04:46.494560885,1072.6051417300596,1527,home,stressed
P017,B,female,2025-03-14 10:55:26.758400203,836.780716204958,1984,work,not-stressed
P017,B,female,2025-03-20 09:02:16.978930564,980.0008746398324,1060,home,not-stressed
P017,B,female,2025-03-20 09:04:24.254590025,932.4356974453236,3480,outside,not-stressed
P017,B,female,2025-03-25 09:42:45.768619916,830.9473593686016,4609,outside,not-stressed
P018,B,female,2025-03-02 10:22:43.925821740,675.7725582568809,2681,outside,stressed
P018,B,female,2025-03-04 08:05:17.460014170,1295.0714568358894,2012,work,not-stressed
P018,B,female,2025-03-05 08:44:46.114143946,1095.7249341052773,2716,outside,not-stressed
P018,B,female,2025-03-07 09:23:16.327932784,841.5453982229152,1412,work,not-stressed
P018,B,female,2025-03-08 09:47:46.110985081,1331.4645719611262,1067,home,not-stressed
P018,B,female,2025-03-10 08:13:13.764871164,984.5830051392816,802,work,not-stressed
P018,B,female,2025-03-12 08:28:43.082545222,857.4888613778176,3596,outside,not-stressed
P018,B,female,2025-03-15 08:42:26.554614759,1401.6292333271847,1712,work,stressed
P018,B,female,2025-03-23 09:53:51.437758844,1033.8050912845968,269,home,stressed
P018,B,female,2025-03-24 09:16:35.328012039,567.7549878392509,709,work,not-stressed
P018,B,female,2025-03-25 09:59:16.309813290,1045.8293786488628,1094,home,not-stressed
P018,B,female,2025-03-27 09:57:03.517412547,1156.3257512737332,936,home,not-stressed
P018,B,female,2025-03-28 10:11:41.166834958,739.4598982113383,3712,outside,not-stressed
P018,B,female,2025-03-29 10:22:08.743877139,894.7102140860607,3638,outside,not-stressed
P018,B,female,2025-03-30 08:17:31.848639578,1335.2732861629966,1854,home,not-stressed
P019,B,male,2025-03-04 09:57:05.525796150,1248.4718815832916,1388,home,not-stressed
P019,B,male,2025-03-05 09:04:12.706172832,1438.3003441166018,3470,outside,not-stressed
P019,B,male,2025-03-05 10:53:24.145794460,1572.4900332373718,3824,outside,not-stressed
P019,B,male,2025-03-10 10:11:55.308318086,833.7850089348735,3160,outside,not-stressed
P019,B,male,2025-03-10 10:16:40.918741567,1965.4294327320958,1476,work,not-stressed
P019,B,male,2025-03-11 09:07:37.260320322,1400.2261802597184,1371,work,not-stressed
P019,B,male,2025-03-11 09:27:59.543066774,1121.0973064326008,2027,work,not-stressed
P019,B,male,2025-03-15 09:53:26.254481955,1334.9057686024034,4418,outside,not-stressed
P019,B,male,2025-03-16 10:15:26.219836248,1065.2039712971136,2285,home,stressed
P019,B,male,2025-03-17 09:38:13.418395751,270.9151636468113,4220,outside,not-stressed
P019,B,male,2025-03-17 09:45:14.443564779,1103.4848939570757,1213,work,not-stressed
P019,B,male,2025-03-19 10:49:21.453848451,1339.8496977793218,2296,work,not-stressed
P019,B,male,2025-03-20 08:09:18.325842208,564.0506734569452,1781,home,not-stressed
P019,B,male,2025-03-26 09:02:44.595606213,1069.5768848708078,2810,outside,not-stressed
P019,B,male,2025-03-26 09:07:22.405085109,1018.8067630793736,1544,home,stressed
P019,B,male,2025-03-27 08:00:53.351794091,1004.5896299588047,1691,home,not-stressed
P019,B,male,2025-03-29 08:06:09.227872143,1081.5123798208397,1484,work,not-stressed
P020,A,female,2025-03-01 08:39:00.789840980,1351.8670200403658,4210,outside,not-stressed
P020,A,female,2025-03-04 09:49:25.375002169,1177.591384165362,1754,work,not-stressed
P020,A,female,2025-03-08 08:56:02.123150884,1444.6456200286664,1855,home,not-stressed
P020,A,female,2025-03-12 08:32:39.534155112,980.2129469782957,1162,home,not-stressed
P020,A,female,2025-03-15 10:51:15.156095832,231.38793660812553,3506,outside,stressed
P020,A,female,2025-03-17 09:42:06.971971992,1407.172704979319,1420,home,not-stressed
P020,A,female,2025-03-19 08:10:50.887815127,899.553059908968,1742,work,not-stressed
P020,A,female,2025-03-21 08:35:14.402245382,1542.649720548914,3445,outside,not-stressed
P020,A,female,2025-03-21 08:51:16.627341188,604.7878063707353,3408,outside,not-stressed
P020,A,female,2025-03-22 09:20:14.541877434,1293.634827403676,1193,work,stressed
P020,A,female,2025-03-23 09:45:35.371402295,1098.3016484689297,3636,outside,not-stressed
P020,A,female,2025-03-24 09:03:36.950896469,878.8010621351731,1020,work,not-stressed
P020,A,female,2025-03-24 10:28:04.234639947,1542.2633749435697,1035,work,not-stressed
P020,A,female,2025-03-25 09:08:26.112682887,953.6206735213408,624,work,not-stressed
P020,A,female,2025-03-28 08:41:03.261537048,1119.8838723603064,796,work,stressed
P020,A,female,2025-03-29 08:10:31.309832372,521.6630465346951,1048,home,stressed
P021,B,male,2025-03-01 08:54:59.662555106,730.0217838581505,2563,work,not-stressed
P021,B,male,2025-03-02 08:27:40.944416414,718.1615489622897,3394,outside,not-stressed
P021,B,male,2025-03-04 08:24:19.795922872,978.1279759670742,1731,home,not-stressed
P021,B,male,2025-03-05 10:12:41.546430078,718.9445682116616,1864,work,stressed
P021,B,male,2025-03-06 08:26:20.839115352,923.0009232136144,1428,home,not-stressed
P021,B,male,2025-03-08 10:38:24.854145663,767.3960924156054,899,work,stressed
P021,B,male,2025-03-09 09:51:05.282460673,1356.3359855718188,1349,home,stressed
P021,B,male,2025-03-10 10:28:02.790087251,951.9913732015539,1878,work,not-stressed
P021,B,male,2025-03-10 10:36:15.012253160,1141.9011220019695,1766,work,not-stressed
P021,B,male,2025-03-12 10:56:37.352842918,1355.54981606734,2820,outside,not-stressed
P021,B,male,2025-03-14 08:47:40.870830156,872.4914411344564,896,home,not-stressed
P021,B,male,2025-03-17 08:20:56.757097163,170.0662669170214,2215,work,not-stressed
P021,B,male,2025-03-18 10:21:49.341473556,1085.861708606199,1539,home,stressed
P021,B,male,2025-03-20 10:07:34.442735624,708.4833726374562,778,home,not-stressed
P021,B,male,2025-03-22 09:41:12.805611481,758.7427548196183,1735,home,not-stressed
P021,B,male,2025-03-23 08:29:07.053482602,1076.8963177669723,2177,home,not-stressed
P021,B,male,2025-03-25 08:30:41.161732278,462.0778455124214,2446,outside,not-stressed
P021,B,male,2025-03-26 08:59:56.420661028,1182.3993282486,2456,work,not-stressed
P021,B,male,2025-03-29 08:03:11.028343823,813.1337965361365,964,work,stressed
P022,A,female,2025-03-01 08:58:13.804265043,602.0379429763816,950,work,stressed
P022,A,female,2025-03-05 09:09:40.450611624,858.6719906364071,1444,home,not-stressed
P022,A,female,2025-03-05 10:20:32.225129539,739.6266384118583,3347,outside,not-stressed
P022,A,female,2025-03-07 10:04:35.342490296,965.0197484145928,3006,outside,not-stressed
P022,A,female,2025-03-15 10:57:03.732392844,1399.7790442173105,3016,outside,stressed
P022,A,female,2025-03-20 09:12:51.823034120,552.6961241403178,4068,outside,not-stressed
P022,A,female,2025-03-27 09:15:20.670713538,1083.8288956334536,4080,outside,not-stressed
P022,A,female,2025-03-28 08:55:07.539104495,722.1471990512108,924,work,not-stressed
P022,A,female,2025-03-28 09:56:17.773333395,402.2962138452559,1456,home,not-stressed
P023,B,male,2025-03-02 09:09:32.568226361,476.984987709836,1318,home,stressed
P023,B,male,2025-03-05 09:58:51.269372774,709.8519934041701,1909,work,not-stressed
P023,B,male,2025-03-06 09:10:37.852192507,1053.263975427778,1085,home,not-stressed
P023,B,male,2025-03-08 08:15:15.753773294,843.0971035801251,3474,outside,not-stressed
P023,B,male,2025-03-14 10:58:29.154815799,1375.6196239510566,2828,outside,not-stressed
P023,B,male,2025-03-16 10:12:43.456435788,947.171675949903,2676,outside,not-stressed
P023,B,male,2025-03-17 08:53:10.803596756,688.6464391502932,1351,home,not-stressed
P023,B,male,2025-03-19 08:19:01.489582987,718.9062814892213,1150,home,not-stressed
P023,B,male,2025-03-25 09:35:27.263039091,754.0741662783544,1934,work,stressed
P023,B,male,2025-03-29 08:50:17.171310495,1544.3231083350195,2564,work,not-stressed
P024,B,female,2025-03-02 08:23:03.434060754,1535.76690400608,3497,outside,not-stressed
P024,B,female,2025-03-03 08:11:40.418820416,1453.4751848217204,2486,work,stressed
P024,B,female,2025-03-03 10:00:51.713296862,1198.779970340609,1275,home,stressed
P024,B,female,2025-03-04 08:00:56.479826263,251.76724863141408,1619,work,not-stressed
P024,B,female,2025-03-04 08:17:51.123475541,1069.3213501981165,797,work,stressed
P024,B,female,2025-03-04 10:09:58.366132589,1031.8991122406035,1936,home,not-stressed
P024,B,female,2025-03-05 08:28:48.773657509,879.8502275225887,1449,home,not-stressed
P024,B,female,2025-03-06 10:37:47.828227744,1112.0913885823652,1312,home,not-stressed
P024,B,female,2025-03-09 09:06:59.403857445,403.9264783835866,462,home,stressed
P024,B,female,2025-03-12 08:09:41.668635578,1319.9355662698215,1050,home,not-stressed
P024,B,female,2025-03-13 08:16:44.298910089,828.2156306179457,3394,outside,not-stressed
P024,B,female,2025-03-14 08:36:26.790049784,921.2965924455098,3594,outside,not-stressed
P024,B,female,2025-03-15 08:16:32.205587268,932.5141600903066,1475,work,not-stressed
P024,B,female,2025-03-19 08:27:16.949213147,985.0974076859659,1628,work,stressed
P024,B,female,2025-03-20 08:21:52.214864049,716.6719762133421,3536,outside,not-stressed
P024,B,female,2025-03-21 10:11:57.169997120,577.317420148741,1687,home,not-stressed
P024,B,female,2025-03-24 09:01:37.743269162,1433.0005843754434,1205,home,not-stressed
P024,B,female,2025-03-30 09:22:53.826570560,1180.3769675793362,1914,work,stressed
P025,B,female,2025-03-06 09:53:36.642976332,40.87609174987222,1445,work,stressed
P025,B,female,2025-03-13 08:26:32.487288427,1378.0983877645913,2930,outside,not-stressed
P025,B,female,2025-03-13 10:20:51.884950394,394.0994030198876,3140,outside,not-stressed
P025,B,female,2025-03-14 10:14:29.971547613,1057.2096990369619,754,work,not-stressed
P025,B,female,2025-03-17 09:54:45.575256278,1144.5625811817831,3264,outside,not-stressed
P025,B,female,2025-03-19 09:07:50.672979152,511.93438612188515,24,home,not-stressed
P025,B,female,2025-03-20 08:11:15.456050491,1157.6545178450397,1816,home,not-stressed
P025,B,female,2025-03-24 09:00:09.773841917,1182.843983186149,3868,outside,not-stressed
P025,B,female,2025-03-28 10:28:30.533629944,851.5649055682051,951,home,not-stressed
P026,B,male,2025-03-01 10:18:56.063442761,911.7326014059022,3258,outside,not-stressed
P026,B,male,2025-03-03 08:49:36.613257732,617.8398099353094,468,home,not-stressed
P026,B,male,2025-03-04 08:02:24.748365467,1352.6186316429785,960,work,not-stressed
